timeStamp= 1305031453.359684; T[0]= 0.000000000; T[1]= 0.000000000; T[2]= 0.000000000; x= 0.000000000; y=  0.000000000; z=  0.000000000; w= 1.000000000
timeStamp= 1305031464.595698118; T[0]= -1.646838903; T[1]= -0.099312380; T[2]= -0.601330280; x= -0.046866670; y=  0.231613591; z=  0.177268669; w= 0.955371439
timeStamp= 1305031464.627671957; T[0]= -1.631707072; T[1]= -0.110363007; T[2]= -0.627554119; x= -0.040288456; y=  0.241728127; z=  0.165935680; w= 0.955201447
timeStamp= 1305031464.659749031; T[0]= -1.621330261; T[1]= -0.111826107; T[2]= -0.642045140; x= -0.032322165; y=  0.252735257; z=  0.151412874; w= 0.955067754
timeStamp= 1305031464.695662975; T[0]= -1.617702603; T[1]= -0.135264724; T[2]= -0.651557982; x= -0.027030509; y=  0.264881015; z=  0.130650103; w= 0.955006838
timeStamp= 1305031464.727652073; T[0]= -1.614007235; T[1]= -0.143724069; T[2]= -0.660833061; x= -0.011591355; y=  0.271385342; z=  0.111950703; w= 0.955867529
timeStamp= 1305031464.759740114; T[0]= -1.611981988; T[1]= -0.128652692; T[2]= -0.673971057; x= 0.003166860; y=  0.270208687; z=  0.091548406; w= 0.958434224
timeStamp= 1305031464.796020985; T[0]= -1.609447122; T[1]= -0.138343081; T[2]= -0.674084008; x= 0.007213651; y=  0.265610784; z=  0.073687904; w= 0.961233079
timeStamp= 1305031464.827759027; T[0]= -1.609981060; T[1]= -0.139751166; T[2]= -0.668242514; x= 0.017954940; y=  0.254247904; z=  0.058200471; w= 0.965219378
timeStamp= 1305031464.859653950; T[0]= -1.598455667; T[1]= -0.121527672; T[2]= -0.674728513; x= 0.027355129; y=  0.235267431; z=  0.042472772; w= 0.970616877
timeStamp= 1305031464.895817041; T[0]= -1.581530929; T[1]= -0.117140874; T[2]= -0.681438625; x= 0.024877047; y=  0.215921327; z=  0.023024222; w= 0.975822270
timeStamp= 1305031464.927798986; T[0]= -1.551758647; T[1]= -0.137901932; T[2]= -0.680989325; x= 0.017361972; y=  0.198529452; z=  0.003889003; w= 0.979933441
timeStamp= 1305031464.959763050; T[0]= -1.521235943; T[1]= -0.150502086; T[2]= -0.681200266; x= 0.017624626; y=  0.187605739; z=  -0.013001240; w= 0.982000232
timeStamp= 1305031464.995687008; T[0]= -1.498715162; T[1]= -0.146734327; T[2]= -0.679600894; x= 0.022958793; y=  0.182598382; z=  -0.032157231; w= 0.982393384
timeStamp= 1305031465.027822971; T[0]= -1.485653162; T[1]= -0.145526648; T[2]= -0.667833745; x= 0.024733415; y=  0.181152135; z=  -0.053648204; w= 0.981679201
timeStamp= 1305031465.059748888; T[0]= -1.481207013; T[1]= -0.126193896; T[2]= -0.654538751; x= 0.032203116; y=  0.175401017; z=  -0.072579443; w= 0.981289804
timeStamp= 1305031465.095700026; T[0]= -1.466155410; T[1]= -0.079246826; T[2]= -0.638100386; x= 0.033602647; y=  0.162723258; z=  -0.086649895; w= 0.982285023
timeStamp= 1305031465.127664089; T[0]= -1.438823462; T[1]= -0.067027189; T[2]= -0.624412000; x= 0.015136580; y=  0.145662859; z=  -0.097230755; w= 0.984428525
timeStamp= 1305031465.159842014; T[0]= -1.422823906; T[1]= -0.064312324; T[2]= -0.611492455; x= -0.004286363; y=  0.131862402; z=  -0.104740947; w= 0.985709548
timeStamp= 1305031465.195564032; T[0]= -1.406996965; T[1]= -0.054361530; T[2]= -0.601382315; x= -0.016395926; y=  0.119652130; z=  -0.112105407; w= 0.986330032
timeStamp= 1305031465.227906942; T[0]= -1.385804296; T[1]= -0.036588781; T[2]= -0.589574635; x= -0.026429174; y=  0.108882949; z=  -0.116148151; w= 0.986891925
timeStamp= 1305031465.259807110; T[0]= -1.368583798; T[1]= -0.027908251; T[2]= -0.574157774; x= -0.037620641; y=  0.099166185; z=  -0.115362823; w= 0.987644792
timeStamp= 1305031465.295623064; T[0]= -1.346620202; T[1]= -0.015965343; T[2]= -0.564870119; x= -0.040893916; y=  0.087691717; z=  -0.105202071; w= 0.989732504
timeStamp= 1305031465.327673912; T[0]= -1.327495575; T[1]= 0.000423599; T[2]= -0.554416478; x= -0.045796156; y=  0.074636936; z=  -0.091054596; w= 0.991988480
timeStamp= 1305031465.359947920; T[0]= -1.311419606; T[1]= 0.006281549; T[2]= -0.542937100; x= -0.049453694; y=  0.059409276; z=  -0.078167528; w= 0.993938982
timeStamp= 1305031465.395586014; T[0]= -1.277427673; T[1]= 0.011520145; T[2]= -0.540782332; x= -0.048086487; y=  0.036893077; z=  -0.064969905; w= 0.996044993
timeStamp= 1305031465.427696943; T[0]= -1.245810151; T[1]= 0.022309132; T[2]= -0.544744432; x= -0.043653395; y=  0.020019339; z=  -0.052610308; w= 0.997459710
timeStamp= 1305031465.460124969; T[0]= -1.219349265; T[1]= 0.040557805; T[2]= -0.548328698; x= -0.038060054; y=  0.007007481; z=  -0.038078655; w= 0.998525143
timeStamp= 1305031465.495702982; T[0]= -1.193216205; T[1]= 0.061826047; T[2]= -0.552703142; x= -0.037022211; y=  -0.004604697; z=  -0.027340898; w= 0.998929739
timeStamp= 1305031465.527621984; T[0]= -1.173060179; T[1]= 0.063480675; T[2]= -0.550401747; x= -0.039842505; y=  -0.014893921; z=  -0.023533637; w= 0.998817801
timeStamp= 1305031465.559812069; T[0]= -1.144209981; T[1]= 0.073300928; T[2]= -0.557702541; x= -0.032774657; y=  -0.027092719; z=  -0.016716236; w= 0.998955667
timeStamp= 1305031465.595598936; T[0]= -1.115358591; T[1]= 0.088858262; T[2]= -0.566815853; x= -0.026046077; y=  -0.034265034; z=  -0.007891547; w= 0.999042213
timeStamp= 1305031465.627687931; T[0]= -1.098149300; T[1]= 0.106327981; T[2]= -0.572383225; x= -0.020030037; y=  -0.038013753; z=  0.001707147; w= 0.999075055
timeStamp= 1305031465.660059929; T[0]= -1.076773047; T[1]= 0.126057997; T[2]= -0.576527417; x= -0.013027221; y=  -0.048431978; z=  0.011057120; w= 0.998680353
timeStamp= 1305031465.695667982; T[0]= -1.043687940; T[1]= 0.140073642; T[2]= -0.583117247; x= -0.007003055; y=  -0.059859164; z=  0.018608633; w= 0.998008847
timeStamp= 1305031465.727682114; T[0]= -1.020721674; T[1]= 0.158276096; T[2]= -0.590013683; x= 0.001291490; y=  -0.063936152; z=  0.028050972; w= 0.997558892
timeStamp= 1305031465.759766102; T[0]= -0.996415377; T[1]= 0.181960374; T[2]= -0.596029103; x= 0.010500901; y=  -0.069696628; z=  0.037545141; w= 0.996806145
timeStamp= 1305031465.795937061; T[0]= -0.970564663; T[1]= 0.202202424; T[2]= -0.598980427; x= 0.016894625; y=  -0.074234240; z=  0.044325378; w= 0.996112049
timeStamp= 1305031465.827996016; T[0]= -0.946310520; T[1]= 0.217021704; T[2]= -0.602262378; x= 0.025812857; y=  -0.078715868; z=  0.050631270; w= 0.995275855
timeStamp= 1305031465.859860897; T[0]= -0.922935069; T[1]= 0.249132872; T[2]= -0.608637094; x= 0.040259190; y=  -0.081218690; z=  0.055350356; w= 0.994343579
timeStamp= 1305031465.895493984; T[0]= -0.890794873; T[1]= 0.279018998; T[2]= -0.606378138; x= 0.044423617; y=  -0.079158127; z=  0.058505189; w= 0.994151771
timeStamp= 1305031465.927495003; T[0]= -0.866237998; T[1]= 0.290479243; T[2]= -0.608437717; x= 0.048732191; y=  -0.073902451; z=  0.060759775; w= 0.994219244
timeStamp= 1305031465.959709883; T[0]= -0.848452568; T[1]= 0.315886915; T[2]= -0.615001142; x= 0.062135145; y=  -0.066167608; z=  0.058889557; w= 0.994129360
timeStamp= 1305031465.995753050; T[0]= -0.835440338; T[1]= 0.339575201; T[2]= -0.621456742; x= 0.069965832; y=  -0.059293263; z=  0.054852836; w= 0.994273782
timeStamp= 1305031466.027643919; T[0]= -0.821146071; T[1]= 0.365701944; T[2]= -0.630540192; x= 0.077443495; y=  -0.056989297; z=  0.053627737; w= 0.993920982
timeStamp= 1305031466.059756994; T[0]= -0.808011413; T[1]= 0.395576835; T[2]= -0.635952532; x= 0.078218855; y=  -0.055093125; z=  0.054458190; w= 0.993921995
timeStamp= 1305031466.095839977; T[0]= -0.794733942; T[1]= 0.413443089; T[2]= -0.639880180; x= 0.073378630; y=  -0.057240460; z=  0.055529460; w= 0.994110525
timeStamp= 1305031466.127640009; T[0]= -0.780950665; T[1]= 0.433694512; T[2]= -0.646919429; x= 0.069054559; y=  -0.062635563; z=  0.054720066; w= 0.994139850
timeStamp= 1305031466.160428047; T[0]= -0.768732786; T[1]= 0.449703157; T[2]= -0.654697359; x= 0.064133681; y=  -0.068307772; z=  0.056487706; w= 0.993997037
timeStamp= 1305031466.195832968; T[0]= -0.759171546; T[1]= 0.473390460; T[2]= -0.668581724; x= 0.058948327; y=  -0.076578960; z=  0.058378443; w= 0.993605971
timeStamp= 1305031466.227951050; T[0]= -0.742288351; T[1]= 0.484035224; T[2]= -0.678522170; x= 0.047821421; y=  -0.087002292; z=  0.053866435; w= 0.993600607
timeStamp= 1305031466.259814978; T[0]= -0.716506362; T[1]= 0.484328836; T[2]= -0.686525226; x= 0.042585850; y=  -0.093539581; z=  0.046518065; w= 0.993616104
timeStamp= 1305031466.295737028; T[0]= -0.694250464; T[1]= 0.496748984; T[2]= -0.697562575; x= 0.045787428; y=  -0.090444535; z=  0.035118986; w= 0.994228363
timeStamp= 1305031466.327702045; T[0]= -0.678640008; T[1]= 0.510253072; T[2]= -0.712051511; x= 0.046825755; y=  -0.080510817; z=  0.025071148; w= 0.995337605
timeStamp= 1305031466.359828949; T[0]= -0.666293621; T[1]= 0.516324997; T[2]= -0.727837741; x= 0.040002428; y=  -0.071417354; z=  0.019730331; w= 0.996448755
timeStamp= 1305031466.395783901; T[0]= -0.654001713; T[1]= 0.506786764; T[2]= -0.744850814; x= 0.035601102; y=  -0.067833908; z=  0.014547938; w= 0.996955156
timeStamp= 1305031466.427819014; T[0]= -0.639812708; T[1]= 0.520833075; T[2]= -0.756933868; x= 0.044133767; y=  -0.071053207; z=  0.010451032; w= 0.996440947
timeStamp= 1305031466.459789991; T[0]= -0.624918818; T[1]= 0.535095215; T[2]= -0.767816603; x= 0.044911649; y=  -0.075737022; z=  0.005740910; w= 0.996099353
timeStamp= 1305031466.495809078; T[0]= -0.601258576; T[1]= 0.541633844; T[2]= -0.773670495; x= 0.040140506; y=  -0.081605814; z=  0.005677109; w= 0.995839894
timeStamp= 1305031466.527538061; T[0]= -0.575471938; T[1]= 0.545419872; T[2]= -0.775301874; x= 0.037503514; y=  -0.082482703; z=  0.005345758; w= 0.995872319
timeStamp= 1305031466.560353041; T[0]= -0.557889879; T[1]= 0.558317900; T[2]= -0.783557355; x= 0.036787611; y=  -0.078461930; z=  0.002468733; w= 0.996235132
timeStamp= 1305031466.595936060; T[0]= -0.538575888; T[1]= 0.567289531; T[2]= -0.788514614; x= 0.028276596; y=  -0.078950644; z=  0.000030326; w= 0.996477485
timeStamp= 1305031466.627548933; T[0]= -0.511149466; T[1]= 0.565044701; T[2]= -0.777932167; x= 0.021079553; y=  -0.079692379; z=  -0.005284160; w= 0.996582627
timeStamp= 1305031466.659687996; T[0]= -0.491349995; T[1]= 0.571310163; T[2]= -0.787239432; x= 0.028021155; y=  -0.076944962; z=  -0.010922173; w= 0.996581674
timeStamp= 1305031466.695822001; T[0]= -0.474210650; T[1]= 0.585658073; T[2]= -0.797170579; x= 0.030209588; y=  -0.077713922; z=  -0.017352631; w= 0.996366858
timeStamp= 1305031466.728074074; T[0]= -0.452925891; T[1]= 0.587762117; T[2]= -0.797605991; x= 0.022806296; y=  -0.081284925; z=  -0.027106771; w= 0.996061206
timeStamp= 1305031466.759637117; T[0]= -0.431802213; T[1]= 0.578388810; T[2]= -0.796571732; x= 0.021999680; y=  -0.082775176; z=  -0.035156183; w= 0.995705009
timeStamp= 1305031466.795603991; T[0]= -0.415416360; T[1]= 0.593370914; T[2]= -0.806070030; x= 0.031783454; y=  -0.084023029; z=  -0.040835381; w= 0.995119333
timeStamp= 1305031466.827878952; T[0]= -0.398058265; T[1]= 0.601987004; T[2]= -0.811789036; x= 0.029904576; y=  -0.087959453; z=  -0.044464521; w= 0.994681776
timeStamp= 1305031466.859664917; T[0]= -0.389337599; T[1]= 0.590535879; T[2]= -0.819627404; x= 0.023292314; y=  -0.091811508; z=  -0.043954320; w= 0.994533181
timeStamp= 1305031466.895694017; T[0]= -0.375468731; T[1]= 0.596680641; T[2]= -0.826429963; x= 0.028259728; y=  -0.103030659; z=  -0.043883339; w= 0.993307829
timeStamp= 1305031466.927756071; T[0]= -0.357052505; T[1]= 0.599715471; T[2]= -0.831829131; x= 0.028890543; y=  -0.118245475; z=  -0.046394639; w= 0.991479158
timeStamp= 1305031466.959728003; T[0]= -0.333368897; T[1]= 0.600779712; T[2]= -0.829907835; x= 0.030045735; y=  -0.131342351; z=  -0.047572356; w= 0.989739060
timeStamp= 1305031466.995712042; T[0]= -0.309330463; T[1]= 0.608980119; T[2]= -0.824727952; x= 0.033531323; y=  -0.139434859; z=  -0.050726239; w= 0.988362551
timeStamp= 1305031467.027842999; T[0]= -0.293046027; T[1]= 0.609960496; T[2]= -0.827047110; x= 0.033931378; y=  -0.143849388; z=  -0.055115707; w= 0.987480819
timeStamp= 1305031467.059700012; T[0]= -0.271264911; T[1]= 0.615649283; T[2]= -0.824652433; x= 0.035899375; y=  -0.148724094; z=  -0.058174860; w= 0.986513138
timeStamp= 1305031467.095686913; T[0]= -0.256972998; T[1]= 0.617840171; T[2]= -0.826814294; x= 0.033810932; y=  -0.149067953; z=  -0.063790478; w= 0.986187875
timeStamp= 1305031467.128973961; T[0]= -0.249194384; T[1]= 0.609529793; T[2]= -0.835061729; x= 0.031113703; y=  -0.150054291; z=  -0.074116692; w= 0.985404730
timeStamp= 1305031467.159660101; T[0]= -0.234080046; T[1]= 0.610882342; T[2]= -0.838220000; x= 0.033479352; y=  -0.153618276; z=  -0.082256936; w= 0.984131336
timeStamp= 1305031467.195662975; T[0]= -0.220198989; T[1]= 0.613108218; T[2]= -0.842966497; x= 0.035084803; y=  -0.158529103; z=  -0.086054429; w= 0.982971191
timeStamp= 1305031467.227704048; T[0]= -0.205566585; T[1]= 0.614879727; T[2]= -0.845394671; x= 0.036372688; y=  -0.165916979; z=  -0.091693915; w= 0.981193602
timeStamp= 1305031467.259694099; T[0]= -0.188411534; T[1]= 0.616438627; T[2]= -0.844437599; x= 0.038947448; y=  -0.172958747; z=  -0.096105620; w= 0.979455054
timeStamp= 1305031467.295845985; T[0]= -0.172494501; T[1]= 0.622389078; T[2]= -0.844635785; x= 0.043176450; y=  -0.179118067; z=  -0.102374911; w= 0.977533638
timeStamp= 1305031467.328007936; T[0]= -0.156421572; T[1]= 0.627394795; T[2]= -0.847334504; x= 0.045943875; y=  -0.185540274; z=  -0.106838457; w= 0.975730300
timeStamp= 1305031467.359653950; T[0]= -0.141610861; T[1]= 0.632059753; T[2]= -0.852638364; x= 0.043997720; y=  -0.191819832; z=  -0.109157994; w= 0.974348009
timeStamp= 1305031467.395756006; T[0]= -0.126898706; T[1]= 0.633846641; T[2]= -0.853548110; x= 0.038583290; y=  -0.199871868; z=  -0.114071883; w= 0.972394109
timeStamp= 1305031467.427783012; T[0]= -0.111726910; T[1]= 0.633760035; T[2]= -0.852856278; x= 0.037284121; y=  -0.206665128; z=  -0.117462210; w= 0.970619440
timeStamp= 1305031467.459692001; T[0]= -0.096721523; T[1]= 0.636812389; T[2]= -0.857755482; x= 0.038183276; y=  -0.213335246; z=  -0.119334050; w= 0.968911529
timeStamp= 1305031467.496057987; T[0]= -0.080543868; T[1]= 0.639199376; T[2]= -0.865250111; x= 0.033995606; y=  -0.220348075; z=  -0.124873765; w= 0.966797590
timeStamp= 1305031467.527662992; T[0]= -0.063109659; T[1]= 0.639179349; T[2]= -0.862492681; x= 0.029415479; y=  -0.224852920; z=  -0.131678864; w= 0.965006053
timeStamp= 1305031467.559762955; T[0]= -0.047326930; T[1]= 0.636193454; T[2]= -0.860535562; x= 0.029339049; y=  -0.227194875; z=  -0.133895963; w= 0.964154363
timeStamp= 1305031467.595988989; T[0]= -0.033367038; T[1]= 0.637174487; T[2]= -0.860664606; x= 0.029620396; y=  -0.228926450; z=  -0.132697567; w= 0.963901877
timeStamp= 1305031467.627532005; T[0]= -0.024219349; T[1]= 0.629616916; T[2]= -0.855061114; x= 0.029617656; y=  -0.233581752; z=  -0.131538391; w= 0.962943435
timeStamp= 1305031467.659626007; T[0]= -0.008103579; T[1]= 0.628512084; T[2]= -0.849861145; x= 0.037563290; y=  -0.240884185; z=  -0.126827642; w= 0.961498141
timeStamp= 1305031467.695885897; T[0]= 0.006160319; T[1]= 0.626230121; T[2]= -0.847889066; x= 0.040773552; y=  -0.245199829; z=  -0.128014460; w= 0.960118175
timeStamp= 1305031467.727535009; T[0]= 0.015739709; T[1]= 0.617198408; T[2]= -0.837030172; x= 0.044290937; y=  -0.248035267; z=  -0.132609904; w= 0.958609164
timeStamp= 1305031467.759907007; T[0]= 0.026438594; T[1]= 0.611642063; T[2]= -0.828690529; x= 0.051309422; y=  -0.250759035; z=  -0.134780824; w= 0.957246840
timeStamp= 1305031467.796075106; T[0]= 0.036273062; T[1]= 0.606809556; T[2]= -0.820081770; x= 0.055570282; y=  -0.254125088; z=  -0.137211442; w= 0.955774784
timeStamp= 1305031467.827800035; T[0]= 0.041034415; T[1]= 0.592062473; T[2]= -0.809061229; x= 0.058611836; y=  -0.256258935; z=  -0.138960660; w= 0.954770148
timeStamp= 1305031467.859729052; T[0]= 0.047451079; T[1]= 0.584034264; T[2]= -0.797453463; x= 0.066063277; y=  -0.261420339; z=  -0.135705188; w= 0.953351617
timeStamp= 1305031467.895946980; T[0]= 0.057539433; T[1]= 0.581468105; T[2]= -0.784069300; x= 0.071974620; y=  -0.270140231; z=  -0.133498803; w= 0.950800776
timeStamp= 1305031467.927753925; T[0]= 0.062286720; T[1]= 0.571025193; T[2]= -0.766577959; x= 0.074872360; y=  -0.278070688; z=  -0.136684462; w= 0.947833478
timeStamp= 1305031467.959825993; T[0]= 0.070665672; T[1]= 0.556796670; T[2]= -0.747650743; x= 0.080786586; y=  -0.285218298; z=  -0.136946544; w= 0.945182443
timeStamp= 1305031467.995754004; T[0]= 0.081298187; T[1]= 0.553748369; T[2]= -0.739381850; x= 0.084066555; y=  -0.287653238; z=  -0.138421878; w= 0.943942785
timeStamp= 1305031468.028106928; T[0]= 0.082887024; T[1]= 0.537921965; T[2]= -0.715756297; x= 0.081158414; y=  -0.289290369; z=  -0.141522437; w= 0.943236947
timeStamp= 1305031468.059849977; T[0]= 0.083045907; T[1]= 0.523557663; T[2]= -0.696647048; x= 0.085797921; y=  -0.292042345; z=  -0.144015789; w= 0.941599429
timeStamp= 1305031468.095866919; T[0]= 0.092657045; T[1]= 0.516653359; T[2]= -0.686096430; x= 0.088380665; y=  -0.296026796; z=  -0.145949021; w= 0.939817011
timeStamp= 1305031468.127815962; T[0]= 0.095630646; T[1]= 0.500583291; T[2]= -0.664721727; x= 0.086115286; y=  -0.299195349; z=  -0.147239506; w= 0.938822091
timeStamp= 1305031468.159863949; T[0]= 0.101772338; T[1]= 0.486148983; T[2]= -0.649630666; x= 0.087465540; y=  -0.301985741; z=  -0.150297567; w= 0.937318027
timeStamp= 1305031468.195985079; T[0]= 0.110585943; T[1]= 0.472308159; T[2]= -0.633031726; x= 0.086737707; y=  -0.304102361; z=  -0.153751671; w= 0.936140418
timeStamp= 1305031468.228157997; T[0]= 0.117337197; T[1]= 0.449661762; T[2]= -0.616191804; x= 0.082462437; y=  -0.304929286; z=  -0.153969437; w= 0.936221957
timeStamp= 1305031468.259753942; T[0]= 0.125283569; T[1]= 0.430583864; T[2]= -0.602189004; x= 0.080408946; y=  -0.304438710; z=  -0.152763844; w= 0.936757565
timeStamp= 1305031468.295830011; T[0]= 0.130769789; T[1]= 0.411656857; T[2]= -0.584433317; x= 0.078488372; y=  -0.303405464; z=  -0.153298229; w= 0.937168300
timeStamp= 1305031468.327847004; T[0]= 0.136160791; T[1]= 0.384214461; T[2]= -0.572982430; x= 0.076693177; y=  -0.302204281; z=  -0.152869865; w= 0.937774837
timeStamp= 1305031468.359786987; T[0]= 0.145031974; T[1]= 0.369352132; T[2]= -0.566969872; x= 0.078476451; y=  -0.299906760; z=  -0.147583157; w= 0.939210653
timeStamp= 1305031468.395859957; T[0]= 0.151588053; T[1]= 0.357039511; T[2]= -0.556887984; x= 0.076486409; y=  -0.299284726; z=  -0.147468626; w= 0.939591169
timeStamp= 1305031468.428025007; T[0]= 0.151350677; T[1]= 0.331895709; T[2]= -0.547482491; x= 0.070073090; y=  -0.298879355; z=  -0.148728207; w= 0.940021753
timeStamp= 1305031468.459758997; T[0]= 0.157042906; T[1]= 0.311448663; T[2]= -0.540026963; x= 0.067170255; y=  -0.300372213; z=  -0.146710292; w= 0.940074921
timeStamp= 1305031468.495809078; T[0]= 0.161439329; T[1]= 0.293602884; T[2]= -0.529318690; x= 0.064118154; y=  -0.299708754; z=  -0.147026435; w= 0.940450370
timeStamp= 1305031468.527755976; T[0]= 0.157342598; T[1]= 0.266924441; T[2]= -0.522993088; x= 0.061660443; y=  -0.297416508; z=  -0.152832672; w= 0.940416753
timeStamp= 1305031468.559739113; T[0]= 0.153651327; T[1]= 0.243032917; T[2]= -0.523003221; x= 0.066863604; y=  -0.296433538; z=  -0.161834866; w= 0.938864231
timeStamp= 1305031468.595767975; T[0]= 0.154430255; T[1]= 0.234259143; T[2]= -0.520303488; x= 0.070779175; y=  -0.297584653; z=  -0.166601256; w= 0.937378168
timeStamp= 1305031468.627625942; T[0]= 0.150273293; T[1]= 0.216348678; T[2]= -0.516566336; x= 0.064181641; y=  -0.298539728; z=  -0.168708041; w= 0.937172592
timeStamp= 1305031468.659579039; T[0]= 0.138309464; T[1]= 0.186660081; T[2]= -0.516884387; x= 0.058905046; y=  -0.300422162; z=  -0.171312004; w= 0.936444879
timeStamp= 1305031468.695835114; T[0]= 0.132819176; T[1]= 0.166722625; T[2]= -0.516235113; x= 0.062186725; y=  -0.306189626; z=  -0.174156681; w= 0.933836341
timeStamp= 1305031468.727785110; T[0]= 0.129454389; T[1]= 0.151999325; T[2]= -0.512714982; x= 0.066217467; y=  -0.312697113; z=  -0.174931020; w= 0.931254566
timeStamp= 1305031468.759628057; T[0]= 0.126264721; T[1]= 0.136931613; T[2]= -0.508449316; x= 0.067196012; y=  -0.317423552; z=  -0.175074533; w= 0.929556906
timeStamp= 1305031468.795795918; T[0]= 0.119882278; T[1]= 0.114630356; T[2]= -0.503891587; x= 0.069768801; y=  -0.319821417; z=  -0.179619744; w= 0.927676380
timeStamp= 1305031468.829246998; T[0]= 0.114588104; T[1]= 0.101644874; T[2]= -0.502668381; x= 0.078534216; y=  -0.321492404; z=  -0.185055882; w= 0.925326645
timeStamp= 1305031468.859658957; T[0]= 0.119574443; T[1]= 0.096039936; T[2]= -0.494547248; x= 0.082575068; y=  -0.323107362; z=  -0.188033849; w= 0.923810780
timeStamp= 1305031468.895873070; T[0]= 0.116899773; T[1]= 0.081022710; T[2]= -0.490463972; x= 0.078926302; y=  -0.318756670; z=  -0.190715492; w= 0.925090551
timeStamp= 1305031468.928141117; T[0]= 0.115732893; T[1]= 0.077554584; T[2]= -0.487301350; x= 0.076750919; y=  -0.313382000; z=  -0.187489152; w= 0.927765548
timeStamp= 1305031468.959594011; T[0]= 0.112622067; T[1]= 0.094583020; T[2]= -0.482041419; x= 0.078199111; y=  -0.307006180; z=  -0.183634117; w= 0.930543244
timeStamp= 1305031468.995711088; T[0]= 0.108505450; T[1]= 0.107820526; T[2]= -0.478501648; x= 0.068984419; y=  -0.303145915; z=  -0.187422425; w= 0.931781411
timeStamp= 1305031469.027698994; T[0]= 0.099575803; T[1]= 0.087632954; T[2]= -0.472280741; x= 0.045946784; y=  -0.299991697; z=  -0.197219819; w= 0.932200789
timeStamp= 1305031469.059832096; T[0]= 0.089805484; T[1]= 0.077288814; T[2]= -0.466574401; x= 0.032271389; y=  -0.298264265; z=  -0.205338746; w= 0.931575596
timeStamp= 1305031469.095722914; T[0]= 0.089280427; T[1]= 0.073097855; T[2]= -0.455967456; x= 0.022181021; y=  -0.298514664; z=  -0.216556698; w= 0.929247200
timeStamp= 1305031469.127679110; T[0]= 0.089218780; T[1]= 0.061073404; T[2]= -0.439814538; x= 0.008812153; y=  -0.293870717; z=  -0.228699222; w= 0.928040504
timeStamp= 1305031469.159703016; T[0]= 0.086583920; T[1]= 0.049577534; T[2]= -0.429999501; x= -0.002838284; y=  -0.285919458; z=  -0.236720011; w= 0.928550363
timeStamp= 1305031469.195539951; T[0]= 0.077759556; T[1]= 0.042570911; T[2]= -0.418955684; x= -0.010917467; y=  -0.276116937; z=  -0.243993059; w= 0.929573953
timeStamp= 1305031469.227754116; T[0]= 0.065926090; T[1]= 0.044466823; T[2]= -0.413913488; x= -0.013705994; y=  -0.267799914; z=  -0.248162076; w= 0.930865765
timeStamp= 1305031469.259586096; T[0]= 0.060194001; T[1]= 0.040336497; T[2]= -0.402335465; x= -0.019420249; y=  -0.265553504; z=  -0.252869368; w= 0.930140555
timeStamp= 1305031469.296753883; T[0]= 0.054439936; T[1]= 0.039917577; T[2]= -0.389604449; x= -0.023986522; y=  -0.260700196; z=  -0.255629271; w= 0.930652380
timeStamp= 1305031469.327617884; T[0]= 0.048574172; T[1]= 0.043441080; T[2]= -0.379425138; x= -0.028798608; y=  -0.257148147; z=  -0.257303178; w= 0.931042790
timeStamp= 1305031469.359591961; T[0]= 0.049767077; T[1]= 0.039950408; T[2]= -0.364467323; x= -0.036311425; y=  -0.253760099; z=  -0.262814283; w= 0.930169940
timeStamp= 1305031469.395694971; T[0]= 0.046132740; T[1]= 0.038444027; T[2]= -0.349278599; x= -0.037747726; y=  -0.243185788; z=  -0.268698931; w= 0.931255519
timeStamp= 1305031469.427650928; T[0]= 0.039731551; T[1]= 0.046000771; T[2]= -0.340143055; x= -0.035496097; y=  -0.229911149; z=  -0.275787979; w= 0.932642460
timeStamp= 1305031469.459667921; T[0]= 0.032450404; T[1]= 0.053290300; T[2]= -0.327719688; x= -0.034941413; y=  -0.219769672; z=  -0.283393502; w= 0.932828307
timeStamp= 1305031469.495743990; T[0]= 0.023412578; T[1]= 0.064010583; T[2]= -0.316947937; x= -0.033787269; y=  -0.213808089; z=  -0.286498874; w= 0.933307528
timeStamp= 1305031469.527621984; T[0]= 0.019486070; T[1]= 0.075474545; T[2]= -0.306637168; x= -0.036168579; y=  -0.213858604; z=  -0.286590159; w= 0.933178723
timeStamp= 1305031469.559644938; T[0]= 0.016749345; T[1]= 0.083570987; T[2]= -0.292938948; x= -0.042996332; y=  -0.214721546; z=  -0.287207633; w= 0.932500839
timeStamp= 1305031469.595755100; T[0]= 0.013407610; T[1]= 0.090901062; T[2]= -0.280017555; x= -0.052376416; y=  -0.215274408; z=  -0.287125975; w= 0.931918681
timeStamp= 1305031469.627752066; T[0]= 0.011720240; T[1]= 0.098028697; T[2]= -0.265324056; x= -0.062933929; y=  -0.214583695; z=  -0.287160873; w= 0.931413949
timeStamp= 1305031469.659590006; T[0]= 0.008780494; T[1]= 0.105403334; T[2]= -0.253532946; x= -0.068509176; y=  -0.211827427; z=  -0.287790835; w= 0.931457043
timeStamp= 1305031469.695612907; T[0]= 0.005191974; T[1]= 0.115010686; T[2]= -0.240690142; x= -0.073622793; y=  -0.208865255; z=  -0.287377208; w= 0.931863427
timeStamp= 1305031469.727679014; T[0]= 0.000213407; T[1]= 0.126695931; T[2]= -0.229043171; x= -0.079183795; y=  -0.204341576; z=  -0.286009550; w= 0.932830691
